"X2022.04.16","X2022.04.17","ATL","BOS","PT2H29M","X248.60","X9","X947","DL","coach"
"2022-06-20","2022-07-11","ATL","JFK","PT2H25M",203.6,4,762,"DL","coach"
"2022-06-15","2022-07-09","ATL","DFW","PT9H35M",517.6,2,1965,"AA||AA","coach||coach"
"2022-05-11","2022-05-16","ATL","DTW","PT5H46M",276.58,0,NA,"NK||NK","coach||coach"
"2022-06-14","2022-07-01","ATL","ORD","PT2H4M",368.6,7,600,"DL","coach"
"2022-06-18","2022-07-29","ATL","JFK","PT2H35M",118.6,9,762,"DL","coach"
"2022-04-19","2022-05-10","ATL","DEN","PT7H35M",294.6,9,1567,"UA||UA","coach||coach"
"2022-07-02","2022-07-03","ATL","LAX","PT6H22M",297.6,2,1963,"AA||AA","coach||coach"
"2022-05-25","2022-06-08","ATL","BOS","PT8H32M",273.2,1,947,"UA||UA","coach||coach"
"2022-07-02","2022-07-19","ATL","CLT","PT1H12M",198.6,8,228,"DL","coach"
"2022-05-27","2022-07-25","ATL","CLT","PT1H19M",148.6,7,228,"AA","coach"
"2022-05-27","2022-06-26","ATL","JFK","PT7H50M",328.6,1,1700,"AA||AA","coach||coach"
"2022-04-20","2022-04-29","ATL","MIA","PT1H52M",108.6,9,596,"DL","coach"
"2022-07-09","2022-07-12","ATL","MIA","PT4H9M",471.61,9,1058,"DL||DL","coach||coach"
"2022-06-18","2022-08-08","ATL","DEN","PT8H3M",355.61,7,2383,"B6||B6","coach||coach"
"2022-05-21","2022-05-26","ATL","ORD","PT7H19M",200.6,1,1482,"AA||AA","coach||coach"
"2022-05-03","2022-05-17","ATL","CLT","PT1H13M",198.6,9,228,"DL","coach"
"2022-04-17","2022-04-26","ATL","LGA","PT5H6M",137.6,5,762,"AA||AA","coach||coach"
"2022-04-28","2022-06-08","ATL","ORD","PT2H14M",191.6,7,600,"AA","coach"
"2022-04-21","2022-05-19","ATL","ORD","PT2H3M",298.6,9,600,"DL","coach"
"2022-05-08","2022-05-17","ATL","PHL","PT10H47M",259.59,4,1296,"F9||F9","coach||coach"
"2022-05-02","2022-05-30","ATL","BOS","PT4H44M",460.6,1,947,"AA||AA","coach||coach"
"2022-05-06","2022-06-27","ATL","IAD","PT3H22M",291.11,7,555,"AA||AA","coach||coach"
"2022-05-01","2022-05-04","ATL","DTW","PT7H59M",472.6,3,1247,"DL||DL","coach||coach"
"2022-06-01","2022-06-16","ATL","LGA","PT4H12M",181.6,7,762,"AA||AA","coach||coach"
"2022-05-31","2022-06-01","ATL","CLT","PT4H13M",388.6,3,868,"UA||UA","coach||coach"
"2022-06-28","2022-08-05","ATL","DFW","PT2H15M",548.6,9,725,"DL","coach"
"2022-04-21","2022-05-14","ATL","MIA","PT1H53M",110.6,7,596,"AA","coach"
"2022-05-22","2022-06-17","ATL","IAD","PT1H53M",228.6,8,541,"UA","coach"
"2022-04-22","2022-06-13","ATL","LAX","PT8H35M",541.59,7,2047,"DL||AS","coach||coach"
"2022-06-10","2022-07-02","ATL","DTW","PT4H38M",180.1,7,733,"AA||AA","coach||coach"
"2022-05-28","2022-07-13","ATL","ORD","PT2H19M",191.6,1,600,"AA","coach"
"2022-06-02","2022-07-10","ATL","SFO","PT12H40M",717.2,2,2332,"UA||UA","coach||coach"
"2022-06-02","2022-07-18","ATL","DEN","PT6H15M",377.6,7,1375,"AA||AA","coach||coach"
"2022-07-07","2022-09-05","ATL","CLT","PT1H18M",263.6,9,228,"DL","coach"
"2022-07-11","2022-08-02","ATL","BOS","PT4H50M",182.6,7,947,"AA||AA","coach||coach"
"2022-06-08","2022-06-30","ATL","IAD","PT1H46M",168.61,9,541,"DL","coach"
"2022-05-24","2022-06-09","ATL","JFK","PT14H5M",231.19,9,NA,"DL||DL","coach||coach"
"2022-05-11","2022-05-17","ATL","PHL","PT5H21M",200.6,2,1612,"AA||AA","coach||coach"
"2022-05-29","2022-06-03","ATL","BOS","PT4H37M",391.59,9,947,"DL||DL","coach||coach"
"2022-05-02","2022-06-06","ATL","EWR","PT4H50M",231.1,7,773,"AA||AA","coach||coach"
"2022-07-02","2022-08-03","ATL","EWR","PT2H12M",92.59,0,NA,"NK","coach"
"2022-05-02","2022-05-05","ATL","DFW","PT5H54M",210.6,1,1711,"AA||AA","coach||coach"
"2022-05-03","2022-05-17","ATL","LAX","PT4H56M",318.6,3,1943,"DL","coach"
"2022-06-14","2022-07-16","ATL","SFO","PT10H15M",607.61,7,2857,"AS||AS","coach||coach"
"2022-06-18","2022-07-26","ATL","LAX","PT4H33M",338.61,7,1943,"AA","coach"
"2022-06-03","2022-07-23","ATL","ORD","PT8H54M",171.6,6,1482,"AA||AA","coach||coach"
"2022-06-13","2022-07-10","ATL","EWR","PT2H19M",343.6,9,762,"DL","coach"
"2022-06-02","2022-07-02","ATL","LGA","PT2H19M",463.6,9,762,"DL","coach"
"2022-06-26","2022-08-24","ATL","BOS","PT2H40M",188.6,9,947,"DL","coach"
"2022-05-25","2022-07-17","ATL","BOS","PT2H42M",493.6,9,947,"DL","coach"
"2022-07-12","2022-08-19","ATL","OAK","PT18H42M",346.7,9,2911,"DL||DL||DL","coach||coach||coach"
"2022-04-17","2022-05-27","ATL","DFW","PT5H3M",562.59,9,924,"UA||UA","coach||coach"
"2022-06-08","2022-07-02","ATL","IAD","PT3H48M",449.1,2,555,"AA||AA","coach||coach"
"2022-06-24","2022-07-05","ATL","ORD","PT2H2M",172.6,9,600,"DL","coach"
"2022-05-26","2022-06-05","ATL","LGA","PT3H31M",266.1,7,773,"AA||AA","coach||coach"
"2022-04-29","2022-05-23","ATL","ORD","PT4H57M",267.1,7,820,"AA||AA","coach||coach"
"2022-05-01","2022-05-12","ATL","LGA","PT4H24M",157.6,3,762,"AA||AA","coach||coach"
"2022-05-03","2022-05-16","ATL","SFO","PT7H38M",797.6,3,2332,"UA||UA","coach||coach"
"2022-07-11","2022-08-06","ATL","DEN","PT3H20M",285.6,9,1207,"UA","coach"
"2022-05-12","2022-06-27","ATL","ORD","PT7H51M",171.6,7,1482,"AA||AA","coach||coach"
"2022-07-08","2022-07-15","ATL","LGA","PT2H20M",168.61,9,762,"DL","coach"
"2022-05-04","2022-05-10","ATL","BOS","PT7H23M",162.6,3,947,"UA||UA","coach||coach"
"2022-06-29","2022-08-21","ATL","DFW","PT4H34M",521.59,9,924,"UA||UA","coach||coach"
"2022-06-28","2022-08-10","ATL","LAX","PT7H34M",269.6,5,2499,"UA||UA","coach||coach"
"2022-06-25","2022-08-10","ATL","JFK","PT9H15M",482.21,7,762,"UA||DL","coach||coach"
"2022-04-21","2022-05-17","ATL","EWR","PT2H13M",188.6,2,762,"DL","coach"
"2022-04-19","2022-05-21","ATL","DEN","PT3H10M",296.61,7,1207,"DL","coach"
"2022-05-27","2022-06-12","ATL","PHL","PT7H22M",522.2,7,859,"UA||UA","coach||coach"
"2022-07-09","2022-07-28","ATL","MIA","PT8H11M",475.61,5,1649,"UA||UA","coach||coach"
"2022-06-29","2022-07-11","ATL","BOS","PT5H42M",264.6,7,947,"AA||AA","coach||coach"
"2022-07-02","2022-08-08","ATL","BOS","PT8H51M",181.58,0,NA,"NK||NK","coach||coach"
"2022-06-04","2022-06-23","ATL","SFO","PT6H52M",535.6,1,2236,"AA||AA","coach||coach"
"2022-07-09","2022-07-20","ATL","LGA","PT5H44M",121.58,0,NA,"NK||NK","coach||coach"
"2022-05-03","2022-05-10","ATL","DEN","PT13H10M",342.2,4,2383,"UA||UA","coach||coach"
"2022-04-28","2022-05-29","ATL","LAX","PT7H59M",297.58,0,NA,"NK||NK","coach||coach"
"2022-04-23","2022-06-08","ATL","LAX","PT11H41M",372.2,9,2047,"DL||DL","coach||coach"
"2022-04-20","2022-04-22","ATL","LAX","PT4H57M",598.61,9,1943,"DL","coach"
"2022-06-21","2022-07-01","ATL","DTW","PT1H56M",408.6,9,604,"DL","coach"
"2022-05-25","2022-06-05","ATL","LAX","PT6H47M",448.6,4,2013,"UA||UA","coach||coach"
"2022-05-01","2022-06-12","ATL","DEN","PT5H26M",604.61,6,1375,"AA||AA","coach||coach"
"2022-07-05","2022-08-11","ATL","JFK","PT9H8M",252.2,9,NA,"DL||DL","coach||coach"
"2022-05-07","2022-06-27","ATL","PHL","PT2H6M",367.61,7,667,"AA","coach"
"2022-04-29","2022-05-07","ATL","PHL","PT6H43M",198.58,0,NA,"NK||NK","coach||coach"
"2022-06-14","2022-07-28","ATL","CLT","PT1H25M",268.6,7,228,"AA","coach"
"2022-05-17","2022-05-18","ATL","DTW","PT8H4M",511.61,2,1358,"DL||DL","coach||coach"
"2022-05-30","2022-06-12","ATL","IAD","PT7H53M",955.55,2,1139,"DL||9K||9K||UA","coach||coach||coach||coach"
"2022-05-22","2022-06-30","ATL","DEN","PT9H24M",765.12,7,2383,"B6||B6","coach||coach"
"2022-06-29","2022-08-24","ATL","BOS","PT4H11M",318.6,9,947,"UA||UA","coach||coach"
"2022-06-24","2022-08-10","ATL","OAK","PT18H51M",741.3,9,2683,"UA||UA||DL","coach||coach||coach"
"2022-06-26","2022-08-03","ATL","OAK","PT6H42M",448.6,9,2175,"DL||DL","coach||coach"
"2022-04-18","2022-05-26","ATL","DTW","PT8H38M",156.58,0,NA,"NK||NK","coach||coach"
"2022-05-29","2022-06-02","ATL","LAX","PT7H59M",404.78,0,NA,"NK||NK","coach||coach"
"2022-05-21","2022-06-18","ATL","BOS","PT10H38M",192.19,9,947,"DL||DL","coach||coach"
"2022-07-04","2022-07-21","ATL","EWR","PT5H30M",426.1,7,773,"AA||AA","coach||coach"
"2022-06-18","2022-07-25","ATL","PHL","PT3H26M",148.1,5,677,"AA||AA","coach||coach"
"2022-04-25","2022-06-09","ATL","ORD","PT2H13M",268.59,9,600,"DL","coach"
"2022-05-04","2022-06-05","ATL","BOS","PT2H33M",633.61,9,947,"DL","coach"
"2022-04-17","2022-06-09","ATL","OAK","PT7H21M",447.59,7,2281,"DL||DL","coach||coach"
"2022-04-22","2022-05-10","ATL","BOS","PT11H39M",311.58,0,NA,"NK||NK","coach||coach"
"2022-04-29","2022-05-29","ATL","LAX","PT12H25M",497.2,5,2345,"UA||UA","coach||coach"
"2022-06-22","2022-08-01","ATL","DFW","PT6H12M",299.58,0,NA,"NK||NK","coach||coach"
"2022-05-13","2022-05-27","ATL","ORD","PT2H19M",328.6,10,600,"AA","coach"
"2022-06-19","2022-07-30","ATL","BOS","PT5H13M",306.1,1,956,"AA||AA","coach||coach"
"2022-05-06","2022-05-14","ATL","MIA","PT1H53M",188.6,7,596,"AA","coach"
"2022-06-05","2022-06-08","ATL","BOS","PT6H9M",417.6,1,947,"DL||DL","coach||coach"
"2022-04-25","2022-05-01","ATL","DFW","PT2H16M",252.61,1,725,"DL","coach"
"2022-07-11","2022-08-15","ATL","LAX","PT4H34M",398.6,9,1943,"DL","coach"
"2022-06-10","2022-07-12","ATL","DFW","PT4H29M",278.6,2,924,"UA||UA","coach||coach"
"2022-05-21","2022-05-26","ATL","LAX","PT7H",637.61,9,2146,"DL||DL","coach||coach"
"2022-06-18","2022-08-07","ATL","LAX","PT8H31M",648.59,9,2074,"UA||UA","coach||coach"
"2022-06-12","2022-06-14","ATL","CLT","PT11H53M",412.2,9,1307,"DL||DL","coach||coach"
"2022-06-04","2022-06-28","ATL","LGA","PT10H14M",202.96,0,NA,"NK||NK","coach||coach"
"2022-06-09","2022-07-07","ATL","DFW","PT4H42M",318.6,8,924,"UA||UA","coach||coach"
"2022-05-05","2022-06-13","ATL","LGA","PT11H43M",153.2,9,1667,"DL||DL","coach||coach"
"2022-07-09","2022-07-26","ATL","EWR","PT2H8M",238.6,9,762,"DL","coach"
"2022-04-18","2022-04-30","ATL","JFK","PT3H57M",144.1,7,773,"AA||AA","coach||coach"
"2022-07-01","2022-08-09","ATL","CLT","PT1H22M",268.6,7,228,"AA","coach"
"2022-06-29","2022-07-31","ATL","LAX","PT7H",611.59,5,2074,"UA||UA","coach||coach"
"2022-05-28","2022-06-08","ATL","PHL","PT6H45M",426.6,3,859,"UA||UA","coach||coach"
"2022-07-03","2022-07-04","ATL","LAX","PT8H57M",267.6,3,2836,"UA||UA","coach||coach"
"2022-06-08","2022-06-20","ATL","SFO","PT6H36M",507.6,7,2236,"AA||AA","coach||coach"
"2022-04-24","2022-04-29","ATL","LAX","PT7H",351.6,7,1954,"AA||AA","coach||coach"
"2022-07-10","2022-07-27","ATL","DEN","PT14H52M",118.58,0,NA,"NK||NK","coach||coach"
"2022-07-01","2022-08-08","ATL","MIA","PT2H1M",188.6,7,596,"AA","coach"
"2022-06-06","2022-06-18","ATL","DTW","PT1H57M",65.59,0,NA,"NK","coach"
"2022-05-21","2022-07-07","ATL","EWR","PT12H25M",163.58,0,NA,"NK||NK","coach||coach"
"2022-05-04","2022-06-29","ATL","LGA","PT2H28M",278.6,9,762,"DL","coach"
"2022-06-18","2022-06-30","ATL","BOS","PT6H33M",491.6,9,947,"DL||DL","coach||coach"
"2022-06-08","2022-06-14","ATL","BOS","PT2H38M",398.6,5,947,"DL","coach"
"2022-06-13","2022-07-15","ATL","MIA","PT1H44M",318.6,9,596,"DL","coach"
"2022-04-18","2022-04-26","ATL","OAK","PT13H15M",557.11,3,2439,"UA||UA||DL","coach||coach||coach"
"2022-06-25","2022-06-29","ATL","ORD","PT2H17M",408.6,9,600,"DL","coach"
"2022-04-22","2022-06-09","ATL","DTW","PT1H57M",105.59,0,NA,"NK","coach"
"2022-06-16","2022-06-27","ATL","JFK","PT8H6M",167.6,7,1700,"AA||AA","coach||coach"
"2022-04-22","2022-06-17","ATL","PHL","PT2H4M",173.6,7,667,"AA","coach"
"2022-06-16","2022-07-11","ATL","JFK","PT2H24M",203.6,9,762,"DL","coach"
"2022-07-05","2022-07-28","ATL","IAD","PT6H2M",601.6,9,NA,"DL||UA","coach||coach"
"2022-07-01","2022-07-18","ATL","LAX","PT11H40M",361.2,9,2047,"DL||DL","coach||coach"
"2022-07-07","2022-08-15","ATL","CLT","PT1H19M",438.6,9,228,"DL","coach"
"2022-04-18","2022-05-05","ATL","SFO","PT5H15M",668.6,9,2135,"DL","coach"
"2022-06-26","2022-08-03","ATL","JFK","PT2H26M",154.35,7,762,"AA","coach"
"2022-05-19","2022-06-05","ATL","JFK","PT6H51M",522.11,6,1132,"UA||UA||DL","coach||coach||coach"
"2022-04-17","2022-04-28","ATL","BOS","PT4H41M",448.6,4,947,"B6||B6","coach||coach"
"2022-06-11","2022-07-18","ATL","BOS","PT4H50M",222.6,7,947,"AA||AA","coach||coach"
"2022-05-25","2022-06-03","ATL","LAX","PT7H59M",373.96,0,NA,"NK||NK","coach||coach"
"2022-07-05","2022-08-12","ATL","BOS","PT7H50M",167.2,7,NA,"B6||B6","coach||coach"
"2022-06-25","2022-07-22","ATL","BOS","PT2H42M",218.6,3,947,"DL","coach"
"2022-05-12","2022-06-11","ATL","JFK","PT13H1M",346.2,7,792,"AA||AA||AA","coach||coach||coach"
"2022-05-20","2022-05-29","ATL","CLT","PT5H22M",425.61,2,1307,"UA||UA","coach||coach"
"2022-06-24","2022-07-23","ATL","DTW","PT7H14M",211.6,1,932,"AA||AA","coach||coach"
"2022-05-12","2022-05-31","ATL","SFO","PT11H28M",707.6,7,3328,"B6||B6","coach||coach"
"2022-05-04","2022-05-26","ATL","SFO","PT5H9M",698.6,6,2135,"DL","coach"
"2022-07-12","2022-07-23","ATL","DTW","PT4H38M",561.61,9,649,"DL||DL","coach||coach"
"2022-05-22","2022-06-25","ATL","EWR","PT2H22M",438.6,6,762,"UA","coach"
"2022-07-09","2022-09-05","ATL","LAX","PT7H23M",448.6,6,2074,"UA||UA","coach||coach"
"2022-07-04","2022-08-27","ATL","EWR","PT2H34M",148.6,2,762,"UA","coach"
"2022-05-29","2022-06-21","ATL","LGA","PT5H50M",301.61,7,1132,"B6||B6","coach||coach"
"2022-06-01","2022-06-15","ATL","DEN","PT3H13M",488.6,4,1207,"DL","coach"
"2022-05-26","2022-07-04","ATL","BOS","PT5H11M",431.6,9,947,"DL||DL","coach||coach"
"2022-06-26","2022-07-11","ATL","LAX","PT4H40M",548.61,9,1943,"DL","coach"
"2022-06-29","2022-07-27","ATL","DFW","PT4H53M",278.6,6,924,"UA||UA","coach||coach"
"2022-06-03","2022-07-21","ATL","DFW","PT2H26M",372.6,7,725,"AA","coach"
"2022-06-15","2022-07-11","ATL","SFO","PT14H59M",452.2,3,3328,"UA||UA","coach||coach"
"2022-07-02","2022-07-16","ATL","LAX","PT10H41M",248.58,0,NA,"NK||NK","coach||coach"
"2022-06-10","2022-07-21","ATL","OAK","PT9H24M",283.58,0,NA,"NK||NK","coach||coach"
"2022-06-19","2022-07-08","ATL","LAX","PT11H17M",447.1,6,2150,"UA||UA||UA","coach||coach||coach"
"2022-04-18","2022-05-21","ATL","BOS","PT2H33M",478.6,9,947,"DL","coach"
"2022-05-07","2022-05-25","ATL","OAK","PT14H27M",491.7,1,2420,"DL||DL||DL","coach||coach||coach"
"2022-04-19","2022-06-15","ATL","LGA","PT2H19M",198.6,9,762,"DL","coach"
"2022-06-25","2022-08-01","ATL","SFO","PT5H4M",408.6,9,2135,"DL","coach"
"2022-07-04","2022-08-29","ATL","LGA","PT7H50M",207.2,9,906,"DL||DL","coach||coach"
"2022-07-06","2022-07-25","ATL","BOS","PT4H54M",521.61,9,947,"DL||DL","coach||coach"
"2022-07-09","2022-07-17","ATL","MIA","PT5H39M",306.1,7,880,"AA||AA","coach||coach"
"2022-06-27","2022-08-16","ATL","DTW","PT1H52M",148.6,9,604,"DL","coach"
"2022-04-22","2022-04-30","ATL","LAX","PT9H49M",461.6,9,2047,"DL||DL","coach||coach"
"2022-04-21","2022-06-19","ATL","OAK","PT10H9M",312.58,0,NA,"NK||NK","coach||coach"
"2022-07-05","2022-07-18","ATL","OAK","PT14H35M",434.7,4,NA,"DL||DL||DL","coach||coach||coach"
"2022-06-03","2022-06-13","ATL","JFK","PT5H5M",556.6,5,762,"UA||DL","coach||coach"
"2022-05-02","2022-06-07","ATL","EWR","PT2H14M",213.6,8,762,"UA","coach"
"2022-05-26","2022-07-19","ATL","DFW","PT2H17M",202.6,7,725,"AA","coach"
"2022-05-25","2022-06-04","ATL","PHL","PT8H14M",295.61,7,1227,"B6||B6","coach||coach"
"2022-07-04","2022-09-02","ATL","JFK","PT4H30M",331.1,7,773,"AA||AA","coach||coach"
"2022-06-05","2022-06-22","ATL","MIA","PT1H53M",298.6,9,596,"DL","coach"
"2022-04-25","2022-06-08","ATL","OAK","PT10H14M",784.11,9,2683,"UA||UA||DL","coach||coach||coach"
"2022-06-30","2022-07-12","ATL","SFO","PT10H6M",453.2,3,2236,"AA||AA","coach||coach"
"2022-05-26","2022-07-04","ATL","SFO","PT12H28M",557.2,6,2838,"DL||AS","coach||coach"
"2022-05-05","2022-06-27","ATL","LAX","PT4H33M",343.6,7,1943,"AS","coach"
"2022-04-23","2022-06-17","ATL","OAK","PT16H48M",381.07,0,NA,"NK||NK||NK","coach||coach||coach"
"2022-06-20","2022-07-20","ATL","DEN","PT5H36M",454.6,6,1503,"AA||AA","coach||coach"
"2022-05-02","2022-05-17","ATL","JFK","PT5H33M",192.6,5,1700,"AA||AA","coach||coach"
"2022-04-29","2022-06-21","ATL","LGA","PT2H28M",228.6,9,762,"DL","coach"
"2022-06-17","2022-07-20","ATL","MIA","PT1H53M",178.6,9,596,"DL","coach"
"2022-05-30","2022-06-14","ATL","PHL","PT2H4M",228.6,9,667,"DL","coach"
"2022-04-24","2022-05-13","ATL","MIA","PT6H57M",338.6,7,1866,"B6||B6","coach||coach"
"2022-05-07","2022-06-07","ATL","PHL","PT2H4M",52.99,4,667,"F9","coach"
"2022-07-10","2022-07-20","ATL","LAX","PT8H52M",338.6,9,2074,"UA||UA","coach||coach"
"2022-06-29","2022-08-27","ATL","DFW","PT2H16M",140.6,9,725,"DL","coach"
"2022-06-09","2022-07-25","ATL","CLT","PT1H12M",168.61,3,228,"DL","coach"
"2022-07-09","2022-07-11","ATL","IAD","PT1H46M",408.6,9,541,"DL","coach"
"2022-07-07","2022-08-22","ATL","LGA","PT2H25M",208.61,7,762,"AA","coach"
"2022-05-02","2022-05-22","ATL","EWR","PT4H38M",316.1,7,773,"AA||AA","coach||coach"
"2022-07-09","2022-08-22","ATL","IAD","PT1H53M",218.6,7,541,"UA","coach"
"2022-06-07","2022-07-14","ATL","CLT","PT7H33M",327.1,1,1307,"UA||UA||UA","coach||coach||coach"
"2022-05-08","2022-06-24","ATL","JFK","PT2H31M",148.6,9,762,"DL","coach"
"2022-05-27","2022-06-30","ATL","MIA","PT8H32M",439.6,9,1866,"UA||UA","coach||coach"
"2022-05-20","2022-05-28","ATL","SFO","PT11H43M",557.2,7,2282,"DL||AS","coach||coach"
"2022-05-08","2022-06-30","ATL","ORD","PT2H21M",353.6,7,600,"AA","coach"
"2022-04-30","2022-05-15","ATL","LGA","PT2H19M",348.6,9,762,"DL","coach"
"2022-05-02","2022-05-03","ATL","DFW","PT4H43M",211.6,3,924,"UA||UA","coach||coach"
"2022-04-24","2022-05-19","ATL","MIA","PT7H",321.6,7,1866,"B6||B6","coach||coach"
"2022-06-25","2022-08-02","ATL","BOS","PT6H27M",123.6,7,947,"AA||AA","coach||coach"
"2022-06-07","2022-06-10","ATL","LAX","PT11H25M",488.19,5,1963,"AA||AA","coach||coach"
"2022-04-19","2022-04-25","ATL","PHL","PT5H36M",346.11,5,677,"AA||AA","coach||coach"
"2022-05-08","2022-05-17","ATL","PHL","PT2H3M",308.6,3,667,"DL","coach"
"2022-06-22","2022-07-14","ATL","LAX","PT6H5M",595.6,7,1910,"AA||AA","coach||coach"
"2022-05-28","2022-06-10","ATL","MIA","PT8H9M",398.6,3,1866,"UA||UA","coach||coach"
"2022-06-24","2022-08-12","ATL","JFK","PT2H24M",203.6,9,762,"DL","coach"
"2022-06-10","2022-07-20","ATL","LGA","PT2H25M",168.61,9,762,"DL","coach"
"2022-06-15","2022-08-14","ATL","CLT","PT1H19M",188.6,4,228,"DL","coach"
"2022-06-19","2022-08-05","ATL","LAX","PT6H18M",474.6,7,2047,"DL||AS","coach||coach"
"2022-06-01","2022-06-21","ATL","MIA","PT11H34M",227.2,7,1866,"B6||B6","coach||coach"
"2022-07-02","2022-08-17","ATL","DEN","PT11H42M",254.2,2,1503,"UA||UA","coach||coach"
"2022-06-16","2022-08-07","ATL","MIA","PT1H53M",178.6,9,596,"DL","coach"
"2022-05-12","2022-06-06","ATL","JFK","PT13H46M",722.7,9,785,"UA||UA||DL","coach||coach||coach"
"2022-06-26","2022-08-24","ATL","JFK","PT8H28M",269.21,9,763,"DL||DL","coach||coach"
"2022-06-28","2022-07-19","ATL","LAX","PT9H26M",501.6,9,2047,"DL||DL","coach||coach"
"2022-06-17","2022-07-11","ATL","CLT","PT1H20M",168.61,7,228,"AA","coach"
"2022-06-21","2022-07-17","ATL","EWR","PT2H17M",189.6,9,762,"DL","coach"
"2022-04-27","2022-05-09","ATL","DEN","PT5H30M",547.6,3,1503,"AA||AA","coach||coach"
"2022-05-03","2022-06-14","ATL","DTW","PT1H55M",168.61,9,604,"DL","coach"
"2022-05-27","2022-06-15","ATL","EWR","PT2H31M",143.6,4,762,"UA","coach"
"2022-06-17","2022-08-02","ATL","DEN","PT7H40M",144.58,0,NA,"NK||NK","coach||coach"
"2022-07-01","2022-08-06","ATL","CLT","PT1H20M",148.6,7,228,"AA","coach"
"2022-04-23","2022-05-16","ATL","LAX","PT12H21M",348.2,9,2047,"DL||DL","coach||coach"
"2022-05-05","2022-05-07","ATL","JFK","PT2H15M",238.6,7,762,"B6","coach"
"2022-05-31","2022-06-18","ATL","CLT","PT10H15M",271.19,8,868,"UA||UA","coach||coach"
"2022-05-07","2022-06-15","ATL","LAX","PT9H18M",638.6,9,2074,"UA||UA","coach||coach"
"2022-04-20","2022-04-24","ATL","DFW","PT2H23M",202.6,7,725,"AA","coach"
"2022-05-13","2022-05-25","ATL","CLT","PT1H13M",358.6,9,228,"DL","coach"
"2022-04-26","2022-05-23","ATL","ORD","PT12H7M",237.2,2,1482,"AA||AA","coach||coach"
"2022-05-18","2022-06-19","ATL","ORD","PT6H13M",362.6,7,844,"DL||DL","coach||coach"
"2022-05-23","2022-06-03","ATL","EWR","PT5H33M",306.1,3,773,"AA||AA","coach||coach"
"2022-05-08","2022-05-14","ATL","LAX","PT4H46M",319.59,0,NA,"NK","coach"
"2022-06-13","2022-06-28","ATL","LAX","PT4H43M",1248.6,9,1943,"DL","coach"
"2022-06-17","2022-07-14","ATL","OAK","PT12H8M",285.07,0,NA,"NK||NK||NK","coach||coach||coach"
"2022-05-06","2022-06-22","ATL","PHL","PT4H34M",276.1,7,677,"AA||AA","coach||coach"
"2022-06-20","2022-08-04","ATL","BOS","PT2H33M",188.6,9,947,"DL","coach"
"2022-05-21","2022-06-08","ATL","EWR","PT2H29M",438.6,9,762,"UA","coach"
"2022-05-22","2022-07-07","ATL","PHL","PT6H13M",138.58,0,NA,"NK||NK","coach||coach"
"2022-07-01","2022-07-16","ATL","DEN","PT6H33M",431.6,5,2014,"UA||UA","coach||coach"
"2022-05-04","2022-06-16","ATL","DEN","PT3H13M",138.99,4,1207,"F9","coach"
"2022-05-08","2022-05-21","ATL","CLT","PT5H55M",355.6,1,1192,"UA||UA","coach||coach"
"2022-05-24","2022-06-06","ATL","JFK","PT2H33M",828.6,3,762,"DL","coach"
"2022-04-28","2022-06-02","ATL","IAD","PT4H4M",266.1,7,555,"AA||AA","coach||coach"
"2022-05-02","2022-05-20","ATL","JFK","PT11H1M",252.2,1,1667,"DL||DL","coach||coach"
"2022-07-09","2022-07-26","ATL","CLT","PT1H19M",198.6,7,228,"AA","coach"
"2022-04-19","2022-04-22","ATL","LGA","PT2H22M",328.6,1,762,"B6","coach"
"2022-05-13","2022-05-27","ATL","ORD","PT2H12M",328.6,10,600,"AA","coach"
"2022-06-03","2022-07-05","ATL","OAK","PT10H43M",381.07,0,NA,"NK||NK||NK","coach||coach||coach"
"2022-05-25","2022-07-06","ATL","LGA","PT8H31M",268.19,9,906,"DL||DL","coach||coach"
"2022-06-12","2022-07-24","ATL","JFK","PT8H58M",257.2,9,967,"DL||DL","coach||coach"
"2022-05-10","2022-05-15","ATL","LGA","PT5H57M",345.58,0,NA,"NK||NK","coach||coach"
"2022-06-27","2022-08-12","ATL","MIA","PT1H55M",188.6,7,596,"AA","coach"
"2022-04-23","2022-06-18","ATL","JFK","PT2H14M",218.59,9,762,"DL","coach"
"2022-07-08","2022-07-29","ATL","BOS","PT4H42M",176.11,7,956,"AA||AA","coach||coach"
"2022-04-25","2022-06-19","ATL","IAD","PT1H58M",328.6,4,541,"UA","coach"
"2022-05-27","2022-07-11","ATL","DFW","PT5H13M",412.6,6,924,"UA||UA","coach||coach"
"2022-07-02","2022-08-29","ATL","LGA","PT2H16M",143.6,7,762,"B6","coach"
"2022-07-09","2022-09-04","ATL","JFK","PT2H14M",198.6,9,762,"DL","coach"
"2022-06-23","2022-07-06","ATL","PHL","PT2H12M",298.6,7,667,"AA","coach"
"2022-06-10","2022-07-12","ATL","DTW","PT4H28M",300.1,5,733,"AA||AA","coach||coach"
"2022-05-11","2022-05-22","ATL","DFW","PT2H14M",408.6,2,725,"DL","coach"
"2022-05-25","2022-07-23","ATL","DEN","PT3H15M",177.98,4,1207,"F9","coach"
"2022-05-27","2022-06-20","ATL","LGA","PT3H52M",297.6,2,762,"UA||UA","coach||coach"
"2022-04-30","2022-05-17","ATL","LGA","PT2H24M",148.6,9,762,"DL","coach"
"2022-05-18","2022-06-13","ATL","PHL","PT6H26M",364.61,7,NA,"B6||B6","coach||coach"
