"X2022.04.16","X2022.04.17","ATL","BOS","PT2H29M","X248.60","X9","X947","DL","coach"
"2022-05-23","2022-06-01","ATL","EWR","PT2H17M",198.6,5,762,"DL","coach"
"2022-04-18","2022-05-10","ATL","ORD","PT2H12M",140.6,2,600,"AA","coach"
"2022-07-05","2022-08-06","ATL","DEN","PT5H36M",513.6,7,1503,"AA||AA","coach||coach"
"2022-06-26","2022-06-28","ATL","CLT","PT1H25M",408.6,7,228,"AA","coach"
"2022-05-09","2022-06-18","ATL","OAK","PT10H22M",844.1,9,2683,"UA||UA||DL","coach||coach||coach"
"2022-06-30","2022-07-20","ATL","DFW","PT2H8M",228.6,6,725,"DL","coach"
"2022-05-13","2022-07-10","ATL","DTW","PT1H56M",293.61,9,604,"DL","coach"
"2022-06-12","2022-06-29","ATL","LAX","PT4H40M",368.6,9,1943,"DL","coach"
"2022-06-22","2022-07-28","ATL","EWR","PT2H8M",248.6,9,762,"DL","coach"
"2022-07-04","2022-08-20","ATL","JFK","PT2H26M",93.6,7,762,"AA","coach"
"2022-05-07","2022-05-24","ATL","OAK","PT14H27M",452.7,6,2420,"DL||DL||DL","coach||coach||coach"
"2022-04-17","2022-05-24","ATL","PHL","PT2H3M",35.97,4,667,"F9","coach"
"2022-07-01","2022-07-18","ATL","SFO","PT9H50M",598.6,9,2161,"UA||UA","coach||coach"
"2022-06-16","2022-07-15","ATL","LAX","PT7H",501.6,9,2074,"UA||UA","coach||coach"
"2022-07-02","2022-07-21","ATL","PHL","PT7H45M",113.58,0,NA,"NK||NK","coach||coach"
"2022-07-01","2022-08-05","ATL","LAX","PT7H",538.6,9,2055,"UA||UA","coach||coach"
"2022-06-29","2022-08-15","ATL","LGA","PT5H6M",511.61,9,1118,"DL||DL","coach||coach"
"2022-05-23","2022-05-31","ATL","IAD","PT1H48M",183.6,3,541,"UA","coach"
"2022-05-14","2022-05-21","ATL","MIA","PT1H49M",148.6,9,596,"DL","coach"
"2022-04-18","2022-05-08","ATL","ORD","PT6H36M",217.61,4,844,"DL||DL","coach||coach"
"2022-06-05","2022-06-21","ATL","BOS","PT5H40M",461.6,9,1518,"DL||DL","coach||coach"
"2022-05-12","2022-06-10","ATL","JFK","PT10H50M",212.2,9,1351,"DL||DL","coach||coach"
"2022-06-29","2022-07-12","ATL","BOS","PT4H19M",177.61,9,947,"UA||UA","coach||coach"
"2022-06-30","2022-08-05","ATL","DTW","PT3H49M",298.6,3,932,"UA||UA","coach||coach"
"2022-07-05","2022-07-22","ATL","DEN","PT3H3M",368.6,9,1207,"DL","coach"
"2022-04-30","2022-05-21","ATL","LGA","PT2H22M",148.6,7,762,"AA","coach"
"2022-06-21","2022-07-22","ATL","EWR","PT2H34M",223.6,4,762,"UA","coach"
"2022-06-27","2022-07-30","ATL","JFK","PT10H1M",257.2,9,1089,"DL||DL","coach||coach"
"2022-07-05","2022-07-10","ATL","JFK","PT7H50M",237.6,1,1700,"AA||AA","coach||coach"
"2022-04-16","2022-04-22","ATL","LAX","PT4H51M",598.61,7,1943,"AS","coach"
"2022-07-03","2022-08-01","ATL","MIA","PT6H17M",428.6,8,1649,"UA||UA","coach||coach"
"2022-05-25","2022-06-23","ATL","IAD","PT1H49M",183.6,9,541,"UA","coach"
"2022-07-02","2022-07-23","ATL","CLT","PT4H37M",424.6,1,868,"UA||UA","coach||coach"
"2022-04-30","2022-05-03","ATL","PHL","PT1H57M",308.6,4,667,"DL","coach"
"2022-05-21","2022-06-05","ATL","ORD","PT2H3M",263.6,9,600,"DL","coach"
"2022-06-29","2022-08-17","ATL","LAX","PT4H23M",228.6,9,1897,"DL","coach"
"2022-06-25","2022-08-22","ATL","IAD","PT1H49M",113.6,6,541,"UA","coach"
"2022-05-02","2022-06-27","ATL","LAX","PT9H40M",411.1,7,2349,"AA||AA","coach||coach"
"2022-04-17","2022-04-23","ATL","EWR","PT2H4M",954.6,4,762,"DL","first"
"2022-05-12","2022-06-25","ATL","PHL","PT6H37M",711.59,9,1272,"UA||UA","coach||coach"
"2022-04-26","2022-05-15","ATL","LGA","PT2H19M",358.6,9,762,"DL","coach"
"2022-06-25","2022-08-21","ATL","LGA","PT8H58M",327.2,9,798,"DL||DL","coach||coach"
"2022-07-03","2022-08-20","ATL","SFO","PT10H49M",269.6,7,2857,"AS||AS","coach||coach"
"2022-06-03","2022-06-11","ATL","EWR","PT4H14M",256.1,6,773,"AA||AA","coach||coach"
"2022-04-30","2022-05-21","ATL","MIA","PT1H53M",30.69,0,NA,"NK","coach"
"2022-06-16","2022-06-17","ATL","SFO","PT14H17M",595.71,6,2386,"DL||DL||DL","coach||coach||coach"
"2022-07-07","2022-07-31","ATL","IAD","PT1H41M",151.6,5,541,"DL","coach"
"2022-05-18","2022-06-02","ATL","DEN","PT13H27M",302.2,1,2383,"UA||UA","coach||coach"
"2022-06-09","2022-07-10","ATL","EWR","PT2H34M",253.61,9,762,"UA","coach"
"2022-04-19","2022-06-13","ATL","LGA","PT5H29M",247.6,2,762,"UA||UA","coach||coach"
"2022-07-03","2022-07-08","ATL","LGA","PT2H25M",203.6,1,762,"DL","coach"
"2022-06-13","2022-07-19","ATL","LGA","PT4H12M",107.6,7,762,"AA||AA","coach||coach"
"2022-06-17","2022-07-20","ATL","MIA","PT1H57M",238.6,7,596,"AA","coach"
"2022-06-14","2022-06-21","ATL","SFO","PT16H",557.2,5,3328,"DL||AS","coach||coach"
"2022-07-03","2022-08-30","ATL","DTW","PT5H44M",227.61,7,1569,"B6||B6","coach||coach"
"2022-06-28","2022-07-27","ATL","EWR","PT2H13M",90.6,9,762,"DL","coach"
"2022-07-04","2022-08-25","ATL","DEN","PT8H12M",257.6,2,1567,"UA||UA","coach||coach"
"2022-05-14","2022-05-24","ATL","PHL","PT5H38M",471.61,3,859,"UA||UA","coach||coach"
"2022-06-14","2022-08-09","ATL","DFW","PT5H13M",278.6,9,924,"UA||UA","coach||coach"
"2022-04-26","2022-05-03","ATL","LAX","PT6H58M",357.6,7,2055,"UA||UA","coach||coach"
"2022-04-22","2022-04-24","ATL","MIA","PT1H52M",138.6,7,596,"AA","coach"
"2022-05-30","2022-07-22","ATL","PHL","PT7H41M",308.6,7,1612,"AA||AA","coach||coach"
"2022-04-22","2022-06-05","ATL","BOS","PT10H39M",297.2,5,947,"DL||DL","coach||coach"
"2022-06-29","2022-07-16","ATL","CLT","PT1H10M",198.6,7,228,"AA","coach"
"2022-04-30","2022-05-11","ATL","DEN","PT7H44M",374.6,6,1375,"AA||AA","coach||coach"
"2022-05-22","2022-07-08","ATL","DFW","PT5H19M",203.11,2,1158,"AA||AA","coach||coach"
"2022-07-09","2022-07-30","ATL","LGA","PT5H44M",193.58,0,NA,"NK||NK","coach||coach"
"2022-05-24","2022-06-07","ATL","DTW","PT7H8M",381.61,2,1247,"UA||UA","coach||coach"
"2022-07-05","2022-08-07","ATL","LAX","PT14H13M",319.58,0,NA,"NK||NK","coach||coach"
"2022-04-29","2022-06-24","ATL","LAX","PT9H38M",437.21,1,2047,"DL||DL","coach||coach"
"2022-06-13","2022-06-21","ATL","EWR","PT4H44M",166.1,2,773,"AA||AA","coach||coach"
"2022-05-08","2022-06-01","ATL","LAX","PT9H30M",511.6,3,2047,"DL||DL","coach||coach"
"2022-07-10","2022-08-23","ATL","LAX","PT7H8M",157.6,2,1910,"AA||AA","coach||coach"
"2022-06-28","2022-07-20","ATL","JFK","PT3H53M",237.6,7,762,"AA||AA","coach||coach"
"2022-05-12","2022-06-18","ATL","LGA","PT2H19M",172.6,7,762,"B6","coach"
"2022-06-17","2022-08-10","ATL","DFW","PT4H42M",278.6,9,924,"UA||UA","coach||coach"
"2022-06-12","2022-07-04","ATL","SFO","PT7H55M",517.6,2,2332,"UA||UA","coach||coach"
"2022-07-05","2022-07-31","ATL","LAX","PT4H17M",378.6,9,1897,"DL","coach"
"2022-06-09","2022-08-08","ATL","MIA","PT1H55M",76.59,0,NA,"NK","coach"
"2022-05-12","2022-06-01","ATL","LAX","PT8H57M",475.11,5,2074,"UA||UA||UA","coach||coach||coach"
"2022-07-08","2022-07-10","ATL","DTW","PT8H18M",449.2,9,982,"DL||DL","coach||coach"
"2022-07-07","2022-09-05","ATL","OAK","PT13H38M",285.58,0,NA,"NK||NK","coach||coach"
"2022-07-04","2022-08-05","ATL","PHL","PT6H32M",280.6,5,1272,"AA||AA","first||coach"
"2022-07-07","2022-08-12","ATL","OAK","PT12H30M",477.21,7,2850,"AS||AS","coach||coach"
"2022-05-26","2022-06-28","ATL","PHL","PT11H53M",168.58,0,NA,"NK||NK","coach||coach"
"2022-06-19","2022-08-12","ATL","DFW","PT2H17M",244.6,7,725,"AA","coach"
"2022-07-10","2022-07-22","ATL","SFO","PT7H34M",781.59,9,2186,"DL||DL","coach||coach"
"2022-06-15","2022-07-30","ATL","EWR","PT2H14M",133.6,9,762,"DL","coach"
"2022-05-26","2022-07-03","ATL","SFO","PT13H55M",522.7,3,2386,"DL||DL||DL","coach||coach||coach"
"2022-06-28","2022-07-04","ATL","LAX","PT9H31M",335.61,7,3220,"B6||B6","coach||coach"
"2022-07-04","2022-08-10","ATL","OAK","PT13H15M",830.09,9,2175,"UA||UA||DL","coach||coach||coach"
"2022-04-20","2022-05-12","ATL","DEN","PT6H26M",453.1,6,1574,"AA||AA","coach||coach"
"2022-07-10","2022-07-16","ATL","BOS","PT5H8M",471.61,9,1157,"DL||DL","coach||coach"
"2022-06-03","2022-07-26","ATL","LAX","PT7H57M",448.6,9,2836,"UA||UA","coach||coach"
"2022-07-05","2022-07-11","ATL","PHL","PT5H44M",192.6,1,1612,"AA||AA","coach||coach"
"2022-04-20","2022-05-08","ATL","LGA","PT2H18M",173.98,4,762,"F9","coach"
"2022-06-15","2022-06-25","ATL","LGA","PT5H10M",267.6,6,1320,"AA||AA","coach||coach"
"2022-06-06","2022-06-18","ATL","BOS","PT5H21M",331.61,7,947,"B6||B6","coach||coach"
"2022-05-06","2022-05-26","ATL","BOS","PT5H39M",436.6,4,947,"UA||UA","coach||coach"
"2022-07-05","2022-07-16","ATL","ORD","PT4H37M",562.61,9,NA,"DL||DL","coach||coach"
"2022-06-20","2022-08-01","ATL","SFO","PT11H43M",442.61,7,3328,"B6||B6","coach||coach"
"2022-07-05","2022-07-28","ATL","DEN","PT3H7M",278.6,9,1207,"DL","coach"
"2022-05-30","2022-07-22","ATL","BOS","PT10H27M",173.2,7,947,"B6||B6","coach||coach"
"2022-07-03","2022-07-05","ATL","MIA","PT8H6M",257.58,0,NA,"NK||NK","coach||coach"
"2022-05-02","2022-05-23","ATL","LGA","PT2H20M",178.6,4,762,"DL","coach"
"2022-07-03","2022-08-07","ATL","JFK","PT2H28M",198.6,3,762,"DL","coach"
"2022-05-09","2022-06-03","ATL","LGA","PT2H26M",198.6,7,762,"AA","coach"
"2022-05-27","2022-07-17","ATL","ORD","PT2H21M",292.61,7,600,"AA","coach"
"2022-06-22","2022-07-18","ATL","DEN","PT3H7M",308.6,9,1207,"DL","coach"
"2022-06-13","2022-08-01","ATL","LAX","PT6H20M",319.58,0,NA,"NK||NK","coach||coach"
"2022-07-05","2022-08-06","ATL","MIA","P1DT2H6M",482.19,9,NA,"UA||UA","coach||coach"
"2022-07-07","2022-08-18","ATL","SFO","PT7H30M",546.6,9,2332,"UA||UA","coach||coach"
"2022-05-06","2022-05-11","ATL","DFW","PT11H2M",179.58,0,NA,"NK||NK","coach||coach"
"2022-04-29","2022-06-10","ATL","SFO","PT5H7M",558.6,4,2135,"DL","coach"
"2022-04-19","2022-05-15","ATL","BOS","PT2H38M",528.6,7,947,"B6","coach"
"2022-05-30","2022-07-15","ATL","EWR","PT4H17M",281.1,3,773,"AA||AA","coach||coach"
"2022-05-02","2022-06-22","ATL","PHL","PT2H10M",71.98,4,667,"F9","coach"
"2022-04-25","2022-06-10","ATL","LAX","PT4H27M",308.6,9,1919,"DL","coach"
"2022-04-28","2022-06-27","ATL","BOS","PT4H22M",251.6,7,947,"B6||B6","coach||coach"
"2022-05-08","2022-05-28","ATL","LGA","PT2H24M",228.6,9,762,"DL","coach"
"2022-06-11","2022-06-18","ATL","CLT","PT9H15M",457.2,7,1675,"B6||B6","coach||coach"
"2022-07-04","2022-07-14","ATL","LGA","PT3H43M",97.6,9,762,"UA||UA","coach||coach"
"2022-06-04","2022-06-14","ATL","LGA","PT2H16M",148.6,3,762,"B6","coach"
"2022-07-07","2022-07-20","ATL","BOS","PT2H45M",398.6,9,947,"DL","coach"
"2022-07-03","2022-08-02","ATL","DFW","PT11H13M",214.58,0,NA,"NK||NK","coach||coach"
"2022-06-03","2022-06-28","ATL","IAD","PT1H49M",151.6,9,541,"UA","coach"
"2022-05-12","2022-05-20","ATL","CLT","PT1H13M",358.6,7,228,"AA","coach"
"2022-04-25","2022-04-28","ATL","ORD","PT6H10M",149.6,1,1482,"AA||AA","coach||coach"
"2022-05-22","2022-06-02","ATL","LGA","PT2H18M",132.98,4,762,"F9","coach"
"2022-07-09","2022-08-23","ATL","LAX","PT7H43M",317.6,7,1963,"AA||AA","coach||coach"
"2022-05-06","2022-05-15","ATL","DEN","PT3H21M",348.6,4,1207,"UA","coach"
"2022-04-21","2022-04-29","ATL","EWR","PT3H55M",256.1,7,773,"AA||AA","coach||coach"
"2022-05-21","2022-07-10","ATL","SFO","PT16H13M",711.7,7,2409,"DL||AS||AS","coach||coach||coach"
"2022-05-19","2022-05-31","ATL","MIA","PT1H52M",168.61,9,596,"DL","coach"
"2022-06-08","2022-06-11","ATL","BOS","PT5H8M",300.1,7,956,"AA||AA","coach||coach"
"2022-04-27","2022-05-02","ATL","MIA","PT9H19M",336.6,7,1866,"B6||B6","coach||coach"
"2022-06-11","2022-07-28","ATL","DEN","PT8H20M",454.6,7,1375,"AA||AA","coach||coach"
"2022-06-17","2022-06-21","ATL","MIA","PT7H24M",446.6,2,1866,"UA||UA","coach||coach"
"2022-07-09","2022-07-10","ATL","DTW","PT4H47M",641.61,7,1402,"DL||DL","coach||coach"
"2022-06-24","2022-07-08","ATL","LGA","PT2H18M",228.6,9,762,"DL","coach"
"2022-07-05","2022-07-15","ATL","EWR","PT12H25M",201.58,0,NA,"NK||NK","coach||coach"
"2022-05-21","2022-06-16","ATL","LAX","PT6H41M",651.6,9,2074,"DL||UA","coach||coach"
"2022-04-30","2022-05-18","ATL","DFW","PT2H24M",259.6,7,725,"AA","coach"
"2022-07-04","2022-07-26","ATL","LAX","PT13H10M",369.58,0,NA,"NK||NK","coach||coach"
"2022-07-02","2022-08-09","ATL","BOS","PT5H4M",431.61,9,947,"DL||DL","coach||coach"
"2022-07-11","2022-07-29","ATL","JFK","PT6H39M",476.61,9,762,"UA||DL","coach||coach"
"2022-05-26","2022-06-14","ATL","LGA","PT2H18M",288.6,5,762,"DL","coach"
"2022-07-09","2022-08-31","ATL","PHL","PT8H24M",247.6,7,1612,"AA||AA","coach||coach"
"2022-06-02","2022-07-25","ATL","BOS","PT7H15M",181.58,0,NA,"NK||NK","coach||coach"
"2022-05-05","2022-06-25","ATL","CLT","PT1H24M",198.61,7,228,"AA","coach"
"2022-07-04","2022-08-04","ATL","MIA","PT1H57M",158.6,7,596,"AA","coach"
"2022-07-06","2022-08-30","ATL","OAK","PT13H50M",539.1,9,2412,"UA||UA||DL","coach||coach||coach"
"2022-07-03","2022-08-26","ATL","SFO","PT13H18M",182.22,7,3328,"B6||B6","coach||coach"
"2022-06-25","2022-07-05","ATL","LAX","PT6H2M",507.6,7,1954,"AA||AA","coach||coach"
"2022-07-04","2022-07-21","ATL","DEN","PT8H8M",458.6,7,1567,"UA||UA","coach||coach"
"2022-04-28","2022-05-28","ATL","BOS","PT11H11M",337.2,6,1226,"DL||DL","coach||coach"
"2022-07-10","2022-07-29","ATL","EWR","PT2H34M",288.6,8,762,"UA","coach"
"2022-06-01","2022-06-03","ATL","LAX","PT8H4M",505.6,7,2047,"DL||DL","coach||coach"
"2022-04-20","2022-05-11","ATL","OAK","PT13H54M",531.71,1,2393,"UA||UA||DL","coach||coach||coach"
"2022-06-18","2022-06-24","ATL","PHL","PT8H18M",233.58,0,NA,"NK||NK","coach||coach"
"2022-04-19","2022-05-22","ATL","DEN","PT3H19M",348.6,2,1207,"DL","coach"
"2022-04-30","2022-05-05","ATL","BOS","PT5H35M",238.6,6,947,"UA||UA","coach||coach"
"2022-07-08","2022-08-16","ATL","DTW","PT1H56M",148.6,9,604,"DL","coach"
"2022-07-05","2022-08-04","ATL","LAX","PT8H25M",448.6,3,NA,"UA||UA","coach||coach"
"2022-05-21","2022-06-26","ATL","MIA","PT1H55M",213.6,9,596,"DL","coach"
"2022-07-03","2022-07-16","ATL","PHL","PT2H8M",268.6,6,667,"DL","coach"
"2022-07-09","2022-08-02","ATL","SFO","PT13H17M",547.2,2,2838,"DL||AS","coach||coach"
"2022-05-13","2022-05-29","ATL","JFK","PT2H26M",348.6,6,762,"DL","coach"
"2022-04-28","2022-06-07","ATL","LAX","PT4H44M",458.6,9,1943,"DL","coach"
"2022-05-02","2022-06-25","ATL","MIA","PT1H59M",274.6,7,596,"AA","coach"
"2022-05-07","2022-06-11","ATL","DTW","PT4H1M",327.6,2,932,"UA||UA","coach||coach"
"2022-05-20","2022-05-22","ATL","LAX","PT11H45M",737.21,1,2474,"DL||DL","coach||coach"
"2022-06-13","2022-07-24","ATL","DEN","PT8H3M",654.25,7,2383,"B6||B6","coach||coach"
"2022-06-15","2022-07-03","ATL","OAK","PT12H23M",262.58,0,NA,"NK||NK","coach||coach"
"2022-06-30","2022-07-24","ATL","ORD","PT2H13M",308.6,9,600,"UA","coach"
"2022-07-02","2022-08-11","ATL","MIA","PT5H40M",446.6,6,1464,"UA||UA","coach||coach"
"2022-05-20","2022-06-05","ATL","EWR","PT3H48M",256.1,7,773,"AA||AA","coach||coach"
"2022-06-09","2022-07-08","ATL","CLT","PT1H20M",148.6,9,228,"DL","coach"
"2022-04-30","2022-05-21","ATL","DTW","PT9H16M",306.58,0,NA,"NK||NK","coach||coach"
"2022-04-29","2022-06-01","ATL","SFO","PT13H38M",362.7,9,2488,"DL||DL||DL","coach||coach||coach"
"2022-07-08","2022-07-23","ATL","EWR","PT9H41M",262.71,9,1134,"DL||DL||DL","coach||coach||coach"
"2022-06-23","2022-07-06","ATL","PHL","PT2H3M",202.6,1,667,"DL","coach"
"2022-07-05","2022-08-22","ATL","DTW","PT2H1M",66.98,4,NA,"F9","coach"
"2022-06-12","2022-06-22","ATL","CLT","PT1H22M",358.6,7,228,"AA","coach"
"2022-05-25","2022-05-30","ATL","BOS","PT5H55M",641.6,3,1023,"DL||DL","coach||coach"
"2022-05-13","2022-06-27","ATL","ORD","PT6H17M",171.6,2,1482,"AA||AA","coach||coach"
"2022-07-05","2022-08-31","ATL","ORD","PT4H52M",124.6,6,1135,"AA||AA","coach||coach"
"2022-04-30","2022-05-14","ATL","SFO","PT6H56M",797.6,6,2236,"AA||AA","coach||coach"
"2022-06-14","2022-07-04","ATL","LAX","PT10H33M",432.2,3,1910,"AA||AA","coach||coach"
"2022-05-14","2022-05-24","ATL","BOS","PT10H57M",293.2,1,947,"UA||UA","coach||coach"
"2022-05-09","2022-05-18","ATL","DTW","PT10H45M",367.2,9,1718,"DL||DL","coach||coach"
"2022-06-15","2022-08-03","ATL","CLT","PT1H15M",148.6,9,228,"DL","coach"
"2022-05-03","2022-06-25","ATL","MIA","PT1H49M",263.6,2,596,"DL","coach"
"2022-06-15","2022-06-21","ATL","BOS","PT4H54M",501.6,9,947,"DL||DL","coach||coach"
"2022-07-09","2022-08-30","ATL","PHL","PT2H9M",140.6,9,667,"DL","coach"
"2022-06-14","2022-06-21","ATL","SFO","PT11H40M",476.1,5,2521,"UA||UA||UA","coach||coach||coach"
"2022-06-16","2022-07-15","ATL","DTW","PT4H4M",541.61,2,610,"DL||DL","coach||coach"
"2022-06-01","2022-06-05","ATL","DEN","PT3H8M",543.6,4,1207,"DL","coach"
"2022-06-10","2022-06-22","ATL","SFO","PT5H5M",498.6,9,2135,"DL","coach"
"2022-06-15","2022-06-19","ATL","SFO","PT8H1M",509.6,7,2193,"AA||AA","coach||coach"
"2022-06-05","2022-06-14","ATL","EWR","PT8H20M",104.16,0,NA,"NK||NK","coach||coach"
"2022-06-21","2022-06-30","ATL","CLT","PT4H18M",382.6,7,868,"AA||AA","coach||coach"
"2022-06-16","2022-06-25","ATL","SFO","PT7H45M",678.6,2,2161,"UA||UA","coach||coach"
"2022-04-30","2022-06-22","ATL","DEN","PT3H8M",418.6,2,1207,"DL","coach"
"2022-05-08","2022-06-05","ATL","DEN","PT10H54M",632.2,1,1230,"DL||UA","coach||coach"
"2022-05-12","2022-06-18","ATL","LAX","PT6H48M",341.58,0,NA,"NK||NK","coach||coach"
"2022-06-22","2022-08-12","ATL","LGA","PT2H15M",228.6,9,762,"DL","coach"
"2022-04-30","2022-05-01","ATL","OAK","PT12H30M",777.1,2,2483,"UA||UA||DL","coach||coach||coach"
"2022-06-19","2022-08-05","ATL","ORD","PT6H27M",211.6,7,1482,"AA||AA","coach||coach"
"2022-07-02","2022-08-13","ATL","OAK","PT14H49M",244.7,9,2301,"DL||DL||DL","coach||coach||coach"
"2022-04-19","2022-04-24","ATL","SFO","PT9H5M",797.6,7,2193,"AA||AA","coach||coach"
"2022-06-27","2022-08-15","ATL","CLT","PT4H47M",359.6,9,868,"UA||UA","coach||coach"
"2022-06-29","2022-08-12","ATL","MIA","PT11H48M",192.2,7,1866,"B6||B6","coach||coach"
"2022-07-01","2022-08-02","ATL","DEN","PT7H16M",357.6,9,1503,"UA||UA","coach||coach"
"2022-05-18","2022-07-14","ATL","DEN","PT3H13M",316.6,9,1207,"DL","coach"
"2022-06-24","2022-07-31","ATL","BOS","PT8H49M",161.58,0,NA,"NK||NK","coach||coach"
"2022-07-01","2022-08-19","ATL","MIA","PT7H20M",236.6,7,1866,"B6||B6","coach||coach"
"2022-05-01","2022-06-20","ATL","BOS","PT2H33M",288.6,7,947,"B6","coach"
"2022-07-03","2022-07-28","ATL","CLT","PT1H13M",228.6,9,228,"DL","coach"
"2022-05-07","2022-06-23","ATL","JFK","PT6H59M",227.1,4,773,"AA||AA","coach||coach"
"2022-05-21","2022-06-13","ATL","SFO","PT10H40M",647.1,1,2409,"DL||AS||AS","coach||coach||coach"
"2022-06-24","2022-07-25","ATL","OAK","PT12H20M",833.09,4,2393,"UA||UA||DL","coach||coach||coach"
"2022-06-26","2022-07-14","ATL","BOS","PT2H38M",698.6,9,947,"DL","coach"
"2022-06-10","2022-08-07","ATL","MIA","PT10H7M",115.58,0,NA,"NK||NK","coach||coach"
"2022-05-27","2022-06-20","ATL","CLT","PT4H24M",297.6,9,868,"UA||UA","coach||coach"
"2022-07-07","2022-07-13","ATL","LAX","PT11H49M",296.58,0,NA,"NK||NK","coach||coach"
"2022-07-03","2022-08-15","ATL","DFW","PT2H24M",77.98,4,725,"F9","coach"
"2022-07-01","2022-08-24","ATL","OAK","PT12H57M",193.58,0,NA,"NK||NK","coach||coach"
"2022-06-06","2022-06-09","ATL","LGA","PT6H56M",201.1,6,773,"AA||AA","coach||coach"
"2022-04-29","2022-06-03","ATL","DEN","PT3H19M",418.6,9,1207,"DL","coach"
"2022-05-30","2022-06-02","ATL","LGA","PT2H11M",223.98,4,762,"F9","coach"
"2022-06-30","2022-07-30","ATL","LGA","PT2H16M",143.6,1,762,"B6","coach"
"2022-05-06","2022-06-29","ATL","EWR","PT6H48M",196.1,2,773,"AA||AA","coach||coach"
"2022-07-11","2022-08-20","ATL","LAX","PT8H55M",193.58,0,NA,"NK||NK","coach||coach"
"2022-07-05","2022-08-08","ATL","CLT","PT1H10M",268.6,7,NA,"AA","coach"
"2022-05-18","2022-06-14","ATL","LAX","PT8H10M",571.6,9,1947,"DL||DL","coach||coach"
"2022-06-14","2022-08-08","ATL","BOS","PT12H25M",138.58,0,NA,"NK||NK","coach||coach"
"2022-04-25","2022-05-16","ATL","EWR","PT2H23M",228.6,6,762,"UA","coach"
"2022-05-03","2022-06-17","ATL","JFK","PT9H24M",227.2,9,941,"DL||DL","coach||coach"
"2022-06-27","2022-08-20","ATL","MIA","PT1H49M",98.6,9,596,"DL","coach"
"2022-04-23","2022-05-27","ATL","LAX","PT4H46M",338.59,0,NA,"NK","coach"
"2022-05-02","2022-06-27","ATL","EWR","PT3H48M",271.1,7,773,"AA||AA","coach||coach"
"2022-06-15","2022-07-26","ATL","OAK","PT13H45M",730.7,6,2305,"DL||DL||DL","coach||coach||coach"
"2022-05-28","2022-06-24","ATL","OAK","PT18H6M",821.31,7,2412,"UA||UA||DL","coach||coach||coach"
"2022-05-25","2022-07-18","ATL","DEN","PT14H11M",377.21,7,2028,"AA||AA||AA","coach||coach||coach"
"2022-05-04","2022-05-21","ATL","IAD","PT1H46M",198.6,9,541,"DL","coach"
"2022-06-27","2022-07-04","ATL","MIA","PT1H57M",241.6,7,596,"AA","coach"
"2022-06-28","2022-07-11","ATL","OAK","PT11H30M",539.1,1,2412,"UA||UA||DL","coach||coach||coach"
"2022-04-21","2022-06-19","ATL","LAX","PT6H45M",420.6,7,1963,"AA||AA","coach||coach"
"2022-06-12","2022-07-28","ATL","BOS","PT7H27M",222.6,7,947,"AA||AA","coach||coach"
"2022-07-06","2022-07-18","ATL","MIA","PT6H42M",831.6,4,NA,"DL||DL","coach||coach"
"2022-05-22","2022-07-03","ATL","LAX","PT4H33M",678.6,9,1943,"DL","coach"
"2022-06-11","2022-06-26","ATL","LGA","PT7H49M",358.61,7,1132,"B6||B6","coach||coach"
"2022-05-12","2022-05-21","ATL","DEN","PT5H17M",305.61,1,1375,"AA||AA","coach||coach"
"2022-07-01","2022-07-29","ATL","PHL","PT2H5M",228.6,8,667,"DL","coach"
"2022-06-12","2022-07-10","ATL","MIA","PT7H29M",461.6,9,1866,"UA||UA","coach||coach"
"2022-04-29","2022-06-13","ATL","MIA","PT1H58M",110.6,9,596,"DL","coach"
"2022-06-25","2022-08-21","ATL","SFO","PT8H30M",651.59,7,2308,"DL||AS","coach||coach"
"2022-06-03","2022-06-23","ATL","LGA","PT11H34M",200.2,9,1351,"DL||DL","coach||coach"
"2022-06-11","2022-07-01","ATL","LAX","PT10H33M",438.2,3,1910,"AA||AA","coach||coach"
"2022-05-21","2022-07-01","ATL","DFW","PT2H18M",242.6,7,725,"AA","coach"
"2022-07-11","2022-08-06","ATL","DFW","PT2H6M",140.6,9,725,"DL","coach"
"2022-05-29","2022-07-08","ATL","DTW","PT8H15M",300.2,6,932,"UA||UA","coach||coach"
"2022-06-17","2022-07-19","ATL","BOS","PT5H33M",182.6,1,947,"UA||UA","coach||coach"
"2022-06-16","2022-06-23","ATL","DTW","PT9H7M",216.58,0,NA,"NK||NK","coach||coach"
"2022-06-02","2022-07-05","ATL","LGA","PT2H25M",278.6,9,762,"DL","coach"
"2022-05-07","2022-06-12","ATL","MIA","PT10H32M",543.2,5,1649,"UA||UA","coach||coach"
"2022-05-09","2022-06-09","ATL","DFW","PT6H38M",368.6,5,924,"UA||UA","coach||coach"
"2022-06-11","2022-07-21","ATL","CLT","PT1H13M",248.6,9,228,"DL","coach"
"2022-05-30","2022-06-09","ATL","DEN","PT9H26M",182.99,4,2234,"F9||F9","coach||coach"
"2022-05-20","2022-06-21","ATL","SFO","PT9H41M",442.61,7,3328,"B6||B6","coach||coach"
"2022-05-06","2022-06-09","ATL","EWR","PT2H14M",258.59,9,762,"DL","coach"
"2022-06-21","2022-06-29","ATL","JFK","PT6H21M",845.1,6,954,"DL||UA||DL","coach||coach||coach"
"2022-05-19","2022-06-27","ATL","IAD","PT4H19M",505.11,5,555,"AA||AA","coach||coach"
